"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"MM-LLMs: Recent Advances in MultiModal Large Language Models","https://scispace.com/paper/mm-llms-recent-advances-in-multimodal-large-language-models-3utw8osm2l1r","2024","Journal Article","","Duzhen Zhang
Yahan Yu
Jiahua Dong
Chenxing Li
Dan Su
Chenhui Chu
Dong Yu","10.18653/v1/2024.findings-acl.738","https://scispace.compdf/mm-llms-recent-advances-in-multimodal-large-language-models-3utw8osm2l1r.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey of multimodal LLMs; mentions many models but lacks schema reverse‑engineering, document taxonomy, or targeted evaluations. Uses LLMs broadly, but not as core generative schema engine.",""
"Reflexive Composition: Bidirectional Enhancement of Language Models and Knowledge Graphs","https://scispace.com/paper/qujLlwb0_J8J","","","","VK Mehta","","https://tesidottorato.depositolegale.it/bitstream/20.500.14242/213664/1/Reflexive_Composition.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to enhance knowledge graphs bidirectionally, but does not target generative schema reverse‑engineering, document class taxonomy, or zero‑shot cross‑domain evaluation.",""
"DocCGen: Document-based Controlled Code Generation","https://scispace.com/paper/doccgen-document-based-controlled-code-generation-3oggsm9gtk","2024","Preprint","","Sameer Pimparkhede
Mehant Kammakomati
Srikanth Tamilselvam
Prince Kumar
Ashok Kumar
Pushpak Bhattacharyya","10.48550/arxiv.2406.11925","https://scispace.compdf/doccgen-document-based-controlled-code-generation-3oggsm9gtk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to guide code generation from documentation, but does not reverse‑engineer schemas, induce document class hierarchies, or provide zero‑shot, cross‑domain, benchmark, scalability, or ablation analyses.","Recent developments show that Large Language Models (LLMs) produce state-of-the-art performance on natural language (NL) to code generation for resource-rich general-purpose languages like C++, Java, and Python. However, their practical usage for structured domain-specific languages (DSLs) such as YAML, JSON is limited due to domain-specific schema, grammar, and customizations generally unseen by LLMs during pre-training. Efforts have been made to mitigate this challenge via in-context learning through relevant examples or by fine-tuning. However, it suffers from problems, such as limited DSL samples and prompt sensitivity but enterprises maintain good documentation of the DSLs. Therefore, we propose DocCGen, a framework that can leverage such rich knowledge by breaking the NL-to-Code generation task for structured code languages into a two-step process. First, it detects the correct libraries using the library documentation that best matches the NL query. Then, it utilizes schema rules extracted from the documentation of these libraries to constrain the decoding. We evaluate our framework for two complex structured languages, Ansible YAML and Bash command, consisting of two settings: Out-of-domain (OOD) and In-domain (ID). Our extensive experiments show that DocCGen consistently improves different-sized language models across all six evaluation metrics, reducing syntactic and semantic errors in structured code. We plan to open-source the datasets and code to motivate research in constrained code generation. "
"Harvesting Event Schemas from Large Language Models","https://scispace.com/paper/harvesting-event-schemas-from-large-language-models-2gj96xrp","2023","Journal Article","arXiv.org","Jialong Tang
Hongyu Lin
Zhuoqun Li
Yaojie Lu
Xianpei Han
Le Sun","10.48550/arXiv.2305.07280","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to generate event schemas, not document class hierarchies; focuses on event knowledge, lacks cross‑domain, zero‑shot, and benchmark evaluations relevant to document schema induction.","Event schema provides a conceptual, structural and formal language to represent events and model the world event knowledge. Unfortunately, it is challenging to automatically induce high-quality and high-coverage event schemas due to the open nature of real-world events, the diversity of event expressions, and the sparsity of event knowledge. In this paper, we propose a new paradigm for event schema induction -- knowledge harvesting from large-scale pre-trained language models, which can effectively resolve the above challenges by discovering, conceptualizing and structuralizing event schemas from PLMs. And an Event Schema Harvester (ESHer) is designed to automatically induce high-quality event schemas via in-context generation-based conceptualization, confidence-aware schema structuralization and graph-based schema aggregation. Empirical results show that ESHer can induce high-quality and high-coverage event schemas on varying domains."
"SynDoc: A Hybrid Discriminative-Generative Framework for Enhancing Synthetic Domain-Adaptive Document Key Information Extraction","https://scispace.com/paper/syndoc-a-hybrid-discriminative-generative-framework-for-fgz7momfdz07","2025","Journal Article","","Ding, Yihao
Han, Soyeon Caren
Li Yan
Li, Zechuan
Peng, Yifan","10.48550/arxiv.2509.23273","https://scispace.compdf/syndoc-a-hybrid-discriminative-generative-framework-for-fgz7momfdz07.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs for synthetic data generation and key‑info extraction, evaluated across domains with scalability discussion and benchmark tests, but does not address schema reverse‑engineering or class‑structure induction.","Domain-specific Visually Rich Document Understanding (VRDU) presents significant challenges due to the complexity and sensitivity of documents in fields such as medicine, finance, and material science. Existing Large (Multimodal) Language Models (LLMs/MLLMs) achieve promising results but face limitations such as hallucinations, inadequate domain adaptation, and reliance on extensive fine-tuning datasets. This paper introduces SynDoc, a novel framework that combines discriminative and generative models to address these challenges. SynDoc employs a robust synthetic data generation workflow, using structural information extraction and domain-specific query generation to produce high-quality annotations. Through adaptive instruction tuning, SynDoc improves the discriminative model's ability to extract domain-specific knowledge. At the same time, a recursive inferencing mechanism iteratively refines the output of both models for stable and accurate predictions. This framework demonstrates scalable, efficient, and precise document understanding and bridges the gap between domain-specific adaptation and general world knowledge for document key information extraction tasks. "
"Large Language Models in Document Intelligence: A Comprehensive Survey, Recent Advances, Challenges and Future Trends","https://scispace.com/paper/large-language-models-in-document-intelligence-a-i70npis65t0r","2025","Journal Article","ACM Transactions on Information Systems","Wenjun Ke
Yifan Zheng
Yining Li
Haidi Xu
Dong Nie
Peng Wang
Yao He","10.1145/3768156","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey discusses LLM impact on document intelligence and mentions multi‑domain applications, but provides no original generative schema reverse‑engineering method, zero‑shot experiments, or empirical benchmarks.","The rapid proliferation of documents has made document intelligence increasingly critical across various industries. In recent years, large language models (LLMs) have dramatically transformed the field of document intelligence, allowing for more advanced and accurate document processing solutions. Despite these advancements, most existing surveys have failed to focus on these breakthroughs, instead concentrating on traditional methods and earlier machine learning techniques. This survey seeks to fill that gap by offering an in-depth analysis of approximately 300 papers published between 2021 and mid-2025, thus providing a comprehensive overview of the impact of LLMs in document intelligence. The key topics explored include retrieval-augmented generation (RAG), long context processing, and fine-tuning LLMs for document comprehension. Furthermore, the survey highlights essential datasets, practical applications, current challenges, and future research directions, offering critical insights for both researchers and industry practitioners looking to advance the field. "
"Equipping Retrieval-Augmented Large Language Models with Document Structure Awareness","https://scispace.com/paper/equipping-retrieval-augmented-large-language-models-with-n1ame5u2y5q0","2025","Journal Article","","Feng Chong
Zhang Kaiyuan
Zhengyong Liu
Xu Wenqiang
Meng Fan-qing","10.48550/arxiv.2510.04293","https://scispace.compdf/equipping-retrieval-augmented-large-language-models-with-n1ame5u2y5q0.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on routing retrieved passages using structural trees; does not perform generative schema reverse‑engineering, class taxonomy induction, or zero‑shot LLM schema generation.","While large language models (LLMs) demonstrate impressive capabilities, their reliance on parametric knowledge often leads to factual inaccuracies. Retrieval-Augmented Generation (RAG) mitigates this by leveraging external documents, yet existing approaches treat retrieved passages as isolated chunks, ignoring valuable structure that is crucial for document organization. Motivated by this gap, we propose Retrieve-DocumentRoute-Read (RDR2), a novel framework that explicitly incorporates structural information throughout the RAG process. RDR2 employs an LLM-based router to dynamically navigate document structure trees, jointly evaluating content relevance and hierarchical relationships to assemble optimal evidence. Our key innovation lies in formulating document routing as a trainable task, with automatic action curation and structure-aware passage selection inspired by human reading strategies. Through comprehensive evaluation on five challenging datasets, RDR2 achieves state-of-the-art performance, demonstrating that explicit structural awareness significantly enhances RAG systems' ability to acquire and utilize knowledge, particularly in complex scenarios requiring multi-document synthesis. "
"Pop Quiz! Can a Large Language Model Help With Reverse Engineering?","https://scispace.com/paper/pop-quiz-can-a-large-language-model-help-with-reverse-1i9ygsnu","2022","Posted Content","","","10.48550/arxiv.2202.01142","https://scispace.com/pdf/pop-quiz-can-a-large-language-model-help-with-reverse-1i9ygsnu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Explores LLMs for code explanation in reverse engineering, not for generative schema or document class induction; only zero‑shot code Q&A aligns loosely.","Large language models (such as OpenAI's Codex) have demonstrated impressive zero-shot multi-task capabilities in the software domain, including code explanation. In this work, we examine if this ability can be used to help with reverse engineering. Specifically, we investigate prompting Codex to identify the purpose, capabilities, and important variable names or values from code, even when the code is produced through decompilation. Alongside an examination of the model's responses in answering open-ended questions, we devise a true/false quiz framework to characterize the performance of the language model. We present an extensive quantitative analysis of the measured performance of the language model on a set of program purpose identification and information extraction tasks: of the 136,260 questions we posed, it answered 72,754 correctly. A key takeaway is that while promising, LLMs are not yet ready for zero-shot reverse engineering. "
"GR-LLMs: Recent Advances in Generative Recommendation Based on Large Language Models","https://scispace.com/paper/gr-llms-recent-advances-in-generative-recommendation-based-gmnxif2ivuey","2025","Journal Article","arXiv.org","Zhen Yang
Haitao Lin
Jiawei Xue
Ziji Zhang","10.48550/arxiv.2507.06507","https://scispace.compdf/gr-llms-recent-advances-in-generative-recommendation-based-gmnxif2ivuey.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey of LLM‑based generative recommendation; mentions LLMs but does not address schema reverse engineering, document class induction, or provide empirical/zero‑shot evaluations.","In the past year, Generative Recommendations (GRs) have undergone substantial advancements, especially in leveraging the powerful sequence modeling and reasoning capabilities of Large Language Models (LLMs) to enhance overall recommendation performance. LLM-based GRs are forming a new paradigm that is distinctly different from discriminative recommendations, showing strong potential to replace traditional recommendation systems heavily dependent on complex hand-crafted features. In this paper, we provide a comprehensive survey aimed at facilitating further research of LLM-based GRs. Initially, we outline the general preliminaries and application cases of LLM-based GRs. Subsequently, we introduce the main considerations when LLM-based GRs are applied in real industrial scenarios. Finally, we explore promising directions for LLM-based GRs. We hope that this survey contributes to the ongoing advancement of the GR domain."
"Large Language Models for Information Retrieval: A Survey","https://scispace.com/paper/large-language-models-for-information-retrieval-a-survey-19jy1ysk5e","2023","Journal Article","arXiv.org","Yutao Zhu
Huaying Yuan
Shuting Wang
Jiongnan Liu
Wenhan Liu
Chenlong Deng
Zhicheng Dou
Ji-Rong Wen","10.48550/arxiv.2308.07107","https://scispace.compdf/large-language-models-for-information-retrieval-a-survey-19jy1ysk5e.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey discusses LLMs for retrieval, not schema reverse‑engineering or class‑structure induction. Mentions zero‑shot prompting and cross‑domain retrieval, but lacks central generative schema method, evaluations, or scalability analysis.","As a primary means of information acquisition, information retrieval (IR) systems, such as search engines, have integrated themselves into our daily lives. These systems also serve as components of dialogue, question-answering, and recommender systems. The trajectory of IR has evolved dynamically from its origins in term-based methods to its integration with advanced neural models. While the neural models excel at capturing complex contextual signals and semantic nuances, thereby reshaping the IR landscape, they still face challenges such as data scarcity, interpretability, and the generation of contextually plausible yet potentially inaccurate responses. This evolution requires a combination of both traditional methods (such as term-based sparse retrieval methods with rapid response) and modern neural architectures (such as language models with powerful language understanding capacity). Meanwhile, the emergence of large language models (LLMs), typified by ChatGPT and GPT-4, has revolutionized natural language processing due to their remarkable language understanding, generation, generalization, and reasoning abilities. Consequently, recent research has sought to leverage LLMs to improve IR systems. Given the rapid evolution of this research trajectory, it is necessary to consolidate existing methodologies and provide nuanced insights through a comprehensive overview. In this survey, we delve into the confluence of LLMs and IR systems, including crucial aspects such as query rewriters, retrievers, rerankers, and readers. Additionally, we explore promising directions, such as search agents, within this expanding field."
"Docs2Table: Bridging Multiple Documents and Structured Tables via LLMs","https://scispace.com/paper/GbK97mPKT6AJ","","","","L Wan
H Shen
Y Cai
J Hou
Y Huang
L Duan","","https://openreview.net/pdf?id=PV2JC9PFeu","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLM to map multiple documents to structured tables, not to reverse‑engineer schemas or induce hierarchical classes. Provides experiments on table extraction benchmarks, but lacks cross‑domain, zero‑shot, or taxonomy‑focused evaluation.",""
"A Survey of AI Scientists","https://scispace.com/paper/a-survey-of-ai-scientists-judllewgxuur","2025","Journal Article","","Zhou Pan
Sun, Lichao","10.48550/arxiv.2510.23045","https://arxiv.org/pdf/2510.23045","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper surveys AI scientist systems and does not address LLM‑driven schema reverse engineering, document taxonomy induction, or related empirical evaluations.","Artificial intelligence is undergoing a profound transition from a computational instrument to an autonomous originator of scientific knowledge. This emerging paradigm, the AI scientist, is architected to emulate the complete scientific workflow-from initial hypothesis generation to the final synthesis of publishable findings-thereby promising to fundamentally reshape the pace and scale of discovery. However, the rapid and unstructured proliferation of these systems has created a fragmented research landscape, obscuring overarching methodological principles and developmental trends. This survey provides a systematic and comprehensive synthesis of this domain by introducing a unified, six-stage methodological framework that deconstructs the end-to-end scientific process into: Literature Review, Idea Generation, Experimental Preparation, Experimental Execution, Scientific Writing, and Paper Generation. Through this analytical lens, we chart the field's evolution from early Foundational Modules (2022-2023) to integrated Closed-Loop Systems (2024), and finally to the current frontier of Scalability, Impact, and Human-AI Collaboration (2025-present). By rigorously synthesizing these developments, this survey not only clarifies the current state of autonomous science but also provides a critical roadmap for overcoming remaining challenges in robustness and governance, ultimately guiding the next generation of systems toward becoming trustworthy and indispensable partners in human scientific inquiry. "
"Learning to Think Like a Cartoon Captionist: Incongruity-Resolution Supervision for Multimodal Humor Understanding","https://scispace.com/paper/http://arxiv.org/abs/2604.15210v1","2026","Preprint","","Hatice Merve Vural
Doga Kukul
Ege Erdem Ozlu
Demir Ekin Arikan
Bob Mankoff
Erkut Erdem
Aykut Erdem","","https://arxiv.org/pdf/2604.15210v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multimodal humor reasoning, not on schema generation, document taxonomy, or LLM‑driven document structure tasks.","Humor is one of the few cognitive tasks where getting the reasoning right matters as much as getting the answer right. While recent work evaluates humor understanding on benchmarks such as the New Yorker Cartoon Caption Contest (NYCC), it largely treats it as black-box prediction, overlooking the structured reasoning processes underlying humor comprehension. We introduce IRS (Incongruity-Resolution Supervision), a framework that decomposes humor understanding into three components: incongruity modeling, which identifies mismatches in the visual scene; resolution modeling, which constructs coherent reinterpretations of these mismatches; and preference alignment, which evaluates candidate interpretations under human judgments. Grounded in incongruity-resolution theory and expert captionist practice, IRS supervises intermediate reasoning process through structured traces that make the path from visual perception to humorous interpretation explicit and learnable. Across 7B, 32B, and 72B models on NYCC, IRS outperforms strong open and closed multimodal baselines across caption matching and ranking tasks, with our largest model approaching expert-level performance on ranking. Zero-shot transfer to external benchmarks shows that IRS learns generalizable reasoning patterns. Our results suggest that supervising reasoning structure, rather than scale alone, is key for reasoning-centric tasks."
"In-context contrastive learning for event causality identification","https://scispace.com/paper/in-context-contrastive-learning-for-event-causality-574w3cuwvk","2024","Preprint","","Chao Liang
Xiang Wang
Bang Wang","10.48550/arxiv.2405.10512","https://aclanthology.org/2024.emnlp-main.51.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on event causality identification with contrastive in‑context learning; no LLM‑driven schema generation, document taxonomy, or related evaluations.","Event Causality Identification (ECI) aims at determining the existence of a causal relation between two events. Although recent prompt learning-based approaches have shown promising improvements on the ECI task, their performance are often subject to the delicate design of multiple prompts and the positive correlations between the main task and derivate tasks. The in-context learning paradigm provides explicit guidance for label prediction in the prompt learning paradigm, alleviating its reliance on complex prompts and derivative tasks. However, it does not distinguish between positive and negative demonstrations for analogy learning. Motivated from such considerations, this paper proposes an In-Context Contrastive Learning (ICCL) model that utilizes contrastive learning to enhance the effectiveness of both positive and negative demonstrations. Additionally, we apply contrastive learning to event pairs to better facilitate event causality identification. Our ICCL is evaluated on the widely used corpora, including the EventStoryLine and Causal-TimeBank, and results show significant performance improvements over the state-of-the-art algorithms. "
"SKIE-SRL: Structured Key Information Extraction from Business Documents Using Statistical Relational Learning","https://scispace.com/paper/skie-srl-structured-key-information-extraction-from-business-iilzpebg6o60","2025","Journal Article","Lecture Notes in Computer Science","Birgit Kirsch
Yu‐Tao Xiang
Nilesh Chakraborty
Niclas Doll
Sven Giesselbach
Stefan Rueping","10.1007/978-3-031-82484-5_7","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses statistical relational learning for key‑information extraction; no LLM, no generative schema reverse‑engineering, and no focus on class‑structure induction or zero‑shot cross‑domain evaluation.",""
"EGANS: Evolutionary Generative Adversarial Network Search for Zero-Shot Learning","https://scispace.com/paper/egans-evolutionary-generative-adversarial-network-search-for-3n3ahkoj66","2023","Journal Article","IEEE Transactions on Evolutionary Computation","Shiming Chen
Shihuang Chen
Wen Qing Hou
Weiping Ding
Xinge You","10.48550/arxiv.2308.09915","https://scispace.compdf/egans-evolutionary-generative-adversarial-network-search-for-3n3ahkoj66.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper addresses GAN‑based zero‑shot image classification, not LLMs, schema reverse engineering, or document taxonomy; therefore irrelevant to all criteria.","Zero-shot learning (ZSL) aims to recognize the novel classes which cannot be collected for training a prediction model. Accordingly, generative models (e.g., generative adversarial network (GAN)) are typically used to synthesize the visual samples conditioned by the class semantic vectors and achieve remarkable progress for ZSL. However, existing GAN-based generative ZSL methods are based on hand-crafted models, which cannot adapt to various datasets/scenarios and fails to model instability. To alleviate these challenges, we propose evolutionary generative adversarial network search (termed EGANS) to automatically design the generative network with good adaptation and stability, enabling reliable visual feature sample synthesis for advancing ZSL. Specifically, we adopt cooperative dual evolution to conduct a neural architecture search for both generator and discriminator under a unified evolutionary adversarial framework. EGANS is learned by two stages: evolution generator architecture search and evolution discriminator architecture search. During the evolution generator architecture search, we adopt a many-to-one adversarial training strategy to evolutionarily search for the optimal generator. Then the optimal generator is further applied to search for the optimal discriminator in the evolution discriminator architecture search with a similar evolution search algorithm. Once the optimal generator and discriminator are searched, we entail them into various generative ZSL baselines for ZSL classification. Extensive experiments show that EGANS consistently improve existing generative ZSL methods on the standard CUB, SUN, AWA2 and FLO datasets. The significant performance gains indicate that the evolutionary neural architecture search explores a virgin field in ZSL. "
"How Embeddings Shape Graph Neural Networks: Classical vs Quantum-Oriented Node Representations","https://scispace.com/paper/http://arxiv.org/abs/2604.15273v1","2026","Preprint","","Nouhaila Innan
Antonello Rosato
Alberto Marchisio
Muhammad Shafique","","https://arxiv.org/pdf/2604.15273v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on graph embeddings and quantum node representations; lacks LLMs, schema induction, or document‑centric evaluation, making it irrelevant to all criteria.","Node embeddings act as the information interface for graph neural networks, yet their empirical impact is often reported under mismatched backbones, splits, and training budgets. This paper provides a controlled benchmark of embedding choices for graph classification, comparing classical baselines with quantum-oriented node representations under a unified pipeline. We evaluate two classical baselines alongside quantum-oriented alternatives, including a circuit-defined variational embedding and quantum-inspired embeddings computed via graph operators and linear-algebraic constructions. All variants are trained and tested with the same backbone, stratified splits, identical optimization and early stopping, and consistent metrics. Experiments on five different TU datasets and on QM9 converted to classification via target binning show clear dataset dependence: quantum-oriented embeddings yield the most consistent gains on structure-driven benchmarks, while social graphs with limited node attributes remain well served by classical baselines. The study highlights practical trade-offs between inductive bias, trainability, and stability under a fixed training budget, and offers a reproducible reference point for selecting quantum-oriented embeddings in graph learning."
"LLMs Gaming Verifiers: RLVR can Lead to Reward Hacking","https://scispace.com/paper/http://arxiv.org/abs/2604.15149v1","2026","Preprint","","Lukas Helff
Quentin Delfosse
David Steinmann
Ruben Härle
Hikaru Shindo
Patrick Schramowski
Wolfgang Stammer
Kristian Kersting
Felix Friedrich","","https://arxiv.org/pdf/2604.15149v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on RLVR reward hacking in reasoning tasks, not on schema reverse‑engineering, document taxonomy, or related empirical benchmarks.","As reinforcement Learning with Verifiable Rewards (RLVR) has become the dominant paradigm for scaling reasoning capabilities in LLMs, a new failure mode emerges: LLMs gaming verifiers. We study this phenomenon on inductive reasoning tasks, where models must induce and output logical rules. We find that RLVR-trained models systematically abandon rule induction. Instead of learning generalizable patterns (e.g., ``trains carrying red cars go east''), they enumerate instance-level labels, producing outputs that pass verifiers without capturing the relational patterns required by the task. We show that this behavior is not a failure of understanding but a form of reward hacking: imperfect verifiers that check only extensional correctness admit false positives. To detect such shortcuts, we introduce Isomorphic Perturbation Testing (IPT), which evaluates a single model output under both extensional and isomorphic verification, where the latter enforces invariance under logically isomorphic tasks. While genuine rule induction remains invariant, shortcut strategies fail. We find that shortcut behavior is specific to RLVR-trained reasoning models (e.g., GPT-5, Olmo3) and absent in non-RLVR models (e.g., GPT-4o, GPT-4.5, Ministral). Moreover, shortcut prevalence increases with task complexity and inference-time compute. In controlled training experiments, extensional verification directly induces shortcut strategies, while isomorphic verification eliminates them. These results show that RLVR can incentivize reward hacking not only through overt manipulation but also by exploiting what the verifier fails to enforce."
"Toward Agentic RAG for Ukrainian","https://scispace.com/paper/http://arxiv.org/abs/2604.14896v1","2026","Preprint","","Marta Sumyk
Oleksandr Kosovan","","https://arxiv.org/pdf/2604.14896v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Qwen2.5 LLM for query rephrasing and answer retries, but focuses on retrieval‑augmented generation for Ukrainian QA, not schema reverse engineering or class hierarchy induction.","We present an initial investigation into Agentic Retrieval-Augmented Generation (RAG) for Ukrainian, conducted within the UNLP 2026 Shared Task on Multi-Domain Document Understanding. Our system combines two-stage retrieval (BGE-M3 with BGE reranking) with a lightweight agentic layer performing query rephrasing and answer-retry loops on top of Qwen2.5-3B-Instruct. Our analysis reveals that retrieval quality is the primary bottleneck: agentic retry mechanisms improve answer accuracy but the overall score remains constrained by document and page identification. We discuss practical limitations of offline agentic pipelines and outline directions for combining stronger retrieval with more advanced agentic reasoning for Ukrainian."
"UniDoc-RL: Coarse-to-Fine Visual RAG with Hierarchical Actions and Dense Rewards","https://scispace.com/paper/http://arxiv.org/abs/2604.14967v1","2026","Preprint","","Jun Wang
Shuo Tan
Zelong Sun
Tiancheng Gu
Yongle Zhao
Ziyong Feng
Kaicheng Yang
Cewu Lu","","https://arxiv.org/pdf/2604.14967v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on visual retrieval‑augmented generation with hierarchical actions; no schema reverse‑engineering, LLM‑driven document taxonomy, or related evaluations.","Retrieval-Augmented Generation (RAG) extends Large Vision-Language Models (LVLMs) with external visual knowledge. However, existing visual RAG systems typically rely on generic retrieval signals that overlook the fine-grained visual semantics essential for complex reasoning. To address this limitation, we propose UniDoc-RL, a unified reinforcement learning framework in which an LVLM agent jointly performs retrieval, reranking, active visual perception, and reasoning. UniDoc-RL formulates visual information acquisition as a sequential decision-making problem with a hierarchical action space. Specifically, it progressively refines visual evidence from coarse-grained document retrieval to fine-grained image selection and active region cropping, allowing the model to suppress irrelevant content and attend to information-dense regions. For effective end-to-end training, we introduce a dense multi-reward scheme that provides task-aware supervision for each action. Based on Group Relative Policy Optimization (GRPO), UniDoc-RL aligns agent behavior with multiple objectives without relying on a separate value network. To support this training paradigm, we curate a comprehensive dataset of high-quality reasoning trajectories with fine-grained action annotations. Experiments on three benchmarks demonstrate that UniDoc-RL consistently surpasses state-of-the-art baselines, yielding up to 17.7% gains over prior RL-based methods."
"Data Engineering Patterns for Cross-System Reconciliation in Regulated Enterprises: Architecture, Anomaly Detection, and Governance","https://scispace.com/paper/http://arxiv.org/abs/2604.15108v1","2026","Preprint","","Zhijun Qiu","","https://arxiv.org/pdf/2604.15108v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on cross‑system data reconciliation architecture, anomaly detection, and governance; contains no LLM‑based schema generation, document taxonomy, or related evaluations.","Regulated enterprises in the United States -- banks, telecommunications providers, large technology companies -- operate across heterogeneous systems that were rarely designed to interoperate. ERP platforms, billing engines, supply chain tools, and financial reporting infrastructure coexist within the same organization, but they do not talk to each other well. The resulting fragmentation produces familiar problems: transactions recorded in one system but unreconciled in another, asset inventories drifting from their systems of record, and audit-readiness that depends on manual effort. The PCAOB's 2024 inspection cycle put a number on the consequences: a 39% aggregate Part I.A deficiency rate across all inspected firms. This paper introduces the GERA Framework (Governed Enterprise Reconciliation Architecture) -- a vendor-neutral, four-layer data architecture that integrates deterministic cross-system reconciliation, statistical anomaly detection (baseline Z-Score with robust alternatives), governed semantic standardization, and NIST CSF 2.0-aligned security controls into a single methodology. The architecture spans four layers (ingestion, staging, core models, and semantic serving), following the multi-layer pattern now common in modern data platforms. The patterns are demonstrated through U.S. broadband operations -- where billing reconciliation, inventory aging, and governance are tightly coupled -- and draw on the author's implementation experience across three regulated enterprise environments: a regional bank, a national broadband provider, and a Fortune 500 technology company's central finance organization. This is a practitioner reference -- an architectural framework paper documenting field-tested patterns -- not a controlled experiment or benchmark study. No proprietary systems, datasets, or internal implementations are disclosed."
"IG-Search: Step-Level Information Gain Rewards for Search-Augmented Reasoning","https://scispace.com/paper/http://arxiv.org/abs/2604.15148v1","2026","Preprint","","Zihan Liang
Yufei Ma
Ben Chen
Zhipeng Qian
Huangyu Dai
Lingtao Mao
Xuxin Zhang
Chenyi Lei
Wenwu Ou","","https://arxiv.org/pdf/2604.15148v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper introduces step‑level information‑gain rewards for search‑augmented QA, focusing on reinforcement learning and retrieval, not on schema reverse‑engineering, document taxonomy, or related LLM‑driven generative tasks.","Reinforcement learning has emerged as an effective paradigm for training large language models to perform search-augmented reasoning. However, existing approaches rely on trajectory-level rewards that cannot distinguish precise search queries from vague or redundant ones within a rollout group, and collapse to a near-zero gradient signal whenever every sampled trajectory fails. In this paper, we propose IG-Search, a reinforcement learning framework that introduces a step-level reward based on Information Gain (IG). For each search step, IG measures how much the retrieved documents improve the model's confidence in the gold answer relative to a counterfactual baseline of random documents, thereby reflecting the effectiveness of the underlying search query. This signal is fed back to the corresponding search-query tokens via per-token advantage modulation in GRPO, enabling fine-grained, step-level credit assignment within a rollout. Unlike prior step-level methods that require either externally annotated intermediate supervision or shared environment states across trajectories, IG-Search derives its signals from the policy's own generation probabilities, requiring no intermediate annotations beyond standard question-answer pairs. Experiments on seven single-hop and multi-hop QA benchmarks demonstrate that IG-Search achieves an average EM of 0.430 with Qwen2.5-3B, outperforming the strongest trajectory-level baseline (MR-Search) by 1.6 points and the step-level method GiGPO by 0.9 points on average across benchmarks, with particularly pronounced gains on multi-hop reasoning tasks. Despite introducing a dense step-level signal, IG-Search adds only ~6.4% to per-step training wall-clock time over the trajectory-level baseline and leaves inference latency unchanged, while still providing a meaningful gradient signal even when every sampled trajectory answers incorrectly."
